"Accepted Symbol","Synonym Symbol","Scientific Name","Common Name","Category","Duration","Growth Habit","Native Status","State Noxious Status","State Noxious Common Name","Characteristics Data","Active Growth Period","After Harvest Regrowth Rate","Bloat","C:N Ratio","Coppice Potential","Fall Conspicuous","Fire Resistance","Flower Color","Flower Conspicuous","Foliage Color","Foliage Porosity Summer","Foliage Porosity Winter","Foliage Texture","Fruit Color","Fruit Conspicuous","Growth Form","Growth Rate","Height at Base Age, Maximum (feet)","Height, Mature (feet)","Known Allelopath","Leaf Retention","Lifespan","Low Growing Grass","Nitrogen Fixation","Resprout Ability","Shape and Orientation","Toxicity","Adapted to Coarse Textured Soils","Adapted to Medium Textured Soils","Adapted to Fine Textured Soils","Anaerobic Tolerance","CaCO<SUB>3</SUB> Tolerance","Cold Stratification Required","Drought Tolerance","Fertility Requirement","Fire Tolerance","Frost Free Days, Minimum","Hedge Tolerance","Moisture Use","pH (Minimum)","pH (Maximum)","Planting Density per Acre, Minimum","Planting Density per Acre, Maximum","Precipitation (Minimum)","Precipitation (Maximum)","Root Depth, Minimum (inches)","Salinity Tolerance","Shade Tolerance","Temperature, Minimum (°F)","Bloom Period","Commercial Availability","Fruit/Seed Abundance","Fruit/Seed Period Begin","Fruit/Seed Period End","Fruit/Seed Persistence","Propogated by Bare Root","Propogated by Bulbs","Propogated by Container","Propogated by Corms","Propogated by Cuttings","Propogated by Seed","Propogated by Sod","Propogated by Sprigs","Propogated by Tubers","Seeds per Pound","Seed Spread Rate","Seedling Vigor","Small Grain","Vegetative Spread Rate","Berry/Nut/Seed Product","Christmas Tree Product","Fodder Product","Fuelwood Product","Lumber Product","Naval Store Product","Nursery Stock Product","Palatable Browse Animal","Palatable Graze Animal","Palatable Human","Post Product","Protein Potential","Pulpwood Product","Veneer Product"
"SPGR2","","Sphaeralcea grossulariifolia","gooseberryleaf globemallow","Dicot","Perennial","Subshrub, Forb/herb","L48(N)","","","Yes","Spring and Summer","","None","Medium","No","No","No","Red","Yes","Green","Porous","Porous","Medium","Brown","Yes","Single Crown","Moderate","","2.0","No","No","Moderate","No","None","No","Decumbent","None","Yes","Yes","No","None","Low","No","Medium","Low","Medium","100","None","Low","5.0","7.0","1700","2700","8","14","12","None","Intermediate","-23","Late Spring","Field Collections Only","Medium","Summer","Summer","Yes","Yes","No","Yes","No","No","Yes","No","No","No","500500","Slow","Low","No","None","No","No","No","","No","No","No","Low","Low","No","No","","No","No"
"SPGRG","","Sphaeralcea grossulariifolia ssp. grossulariifolia","gooseberryleaf globemallow","Dicot","Perennial","Subshrub, Forb/herb","L48(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPMU2","","Sphaeralcea munroana","Munro's globemallow","Dicot","Perennial","Subshrub, Forb/herb","L48(N)CAN(N)","","","Yes","Spring and Summer","Slow","None","Medium","No","No","No","Orange","Yes","Dark Green","Porous","Porous","Coarse","Brown","No","Single Crown","Moderate","","2.5","No","No","Moderate","No","None","No","Erect","None","Yes","Yes","No","None","Medium","No","High","Low","Medium","120","None","Low","6.3","8.0","","","8","16","16","Low","Intolerant","-28","Mid Spring","Field Collections Only","Medium","Spring","Summer","Yes","No","No","No","No","No","Yes","No","No","No","750000","Slow","Medium","No","None","No","No","No","","No","No","No","","","No","No","","No","No"
"SPMUM","","Sphaeralcea munroana ssp. munroana","Munro's globemallow","Dicot","Perennial","Forb/herb, Subshrub","L48(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPHAE2","","Sphaerophysa","sphaerophysa","Dicot","","","L48(I)CAN(I)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPSA3","","Sphaerophysa salsula","alkali swainsonpea","Dicot","Perennial","Subshrub, Forb/herb","L48(I)CAN(I)","CA(AW)NV(NW)OR(BDW, Q)WA(CBW)","CA (Austrian peaweed)NV (Austrian peaweed)OR (Austrian peaweed)WA (swainsonpea)","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPHAG2","","Sphagnum","sphagnum","Moss","","","NA(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPCO70","","Sphagnum compactum","low sphagnum","Moss","","Nonvascular","NA(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPHEN","","Sphenopholis","wedgescale","Monocot","","","L48(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPIN3","","Sphenopholis intermedia","slender wedgescale","Monocot","Perennial","Graminoid","L48(N)AK(N?)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPOB","","Sphenopholis obtusata","prairie wedgescale","Monocot","Annual, Perennial","Graminoid","L48(N)HI(I)CAN(N)","","","Yes","Spring","Slow","None","","No","No","No","Green","No","Green","Moderate","Porous","Fine","Brown","No","Bunch","Moderate","","3.2","No","No","Short","No","None","No","Erect","None","No","Yes","Yes","Low","Medium","No","Low","Medium","None","80","None","Medium","5.0","7.5","10912","43560","10","60","4","None","Intermediate","-43","Spring","Contracting Only","Medium","Summer","Summer","No","No","No","Yes","No","No","Yes","No","No","No","200000","Slow","Medium","No","None","No","No","No","","No","No","No","Low","Low","No","No","Low","No","No"
"SPINA","","Spinacia","spinach","Dicot","","","L48(I)CAN(I)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPOL","","Spinacia oleracea","spinach","Dicot","Annual","Forb/herb","L48(I)AK(I)CAN(I)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPIRA","","Spiraea","spirea","Dicot","","","L48(I,N)CAN(I,N)SPM(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPHI4","","Spiraea ×hitchcockii","spirea","Dicot","Perennial","Shrub","L48(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPPY","","Spiraea ×pyramidata","spirea","Dicot","Perennial","Shrub","L48(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPDO","","Spiraea douglasii","rose spirea","Dicot","Perennial","Shrub","L48(N)AK(N)CAN(N)","","","Yes","Spring and Summer","","None","High","No","No","No","Purple","Yes","Dark Green","Dense","Moderate","Coarse","Brown","No","Rhizomatous","Moderate","7","7.0","No","No","Long","No","None","Yes","Semi-Erect","None","Yes","Yes","No","High","Low","Yes","Medium","Low","High","100","Medium","Low","5.5","7.5","1700","2700","16","50","16","None","Intolerant","-23","Mid Summer","Routinely Available","Medium","Summer","Fall","No","Yes","No","Yes","No","Yes","Yes","No","No","No","1030400","Slow","Low","No","Moderate","No","No","No","","No","No","Yes","Low","Low","No","No","Low","No","No"
"SPDOD","","Spiraea douglasii var. douglasii","rose spirea","Dicot","Perennial","Shrub","L48(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPDOM","","Spiraea douglasii var. menziesii","Menzies' spirea","Dicot","Perennial","Shrub","L48(N)AK(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPLU5","","Spiraea lucida","shinyleaf spirea","Dicot","Perennial","Shrub, ","L48(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPSP2","","Spiraea splendens","rose meadowsweet","Dicot","Perennial","Shrub","L48(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPSPS","","Spiraea splendens var. splendens","rose meadowsweet","Dicot","Perennial","Shrub","L48(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPTO2","","Spiraea tomentosa","steeplebush","Dicot","Perennial","Shrub","L48(N)CAN(N)","","","Yes","Spring and Summer","","None","High","No","Yes","No","Purple","Yes","Green","Dense","Moderate","Medium","Brown","No","Rhizomatous","Moderate","4","4.0","No","No","Moderate","No","None","Yes","Erect","None","Yes","Yes","Yes","Low","Medium","Yes","Medium","Low","Medium","110","Medium","Low","4.5","7.0","1800","4800","30","60","14","None","Intolerant","-33","Summer","Routinely Available","Medium","Summer","Fall","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No","1100000","Moderate","Low","No","Slow","No","No","No","","No","No","Yes","Low","Low","No","No","Low","No","No"
"SPIRA2","","Spiranthes","lady's tresses","Monocot","","","L48(N)CAN(N)SPM(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPDI6","","Spiranthes diluvialis","Ute lady's tresses","Monocot","Perennial","Forb/herb","L48(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPPO7","","Spiranthes porrifolia","creamy lady's tresses","Monocot","Perennial","Forb/herb","L48(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPRO","","Spiranthes romanzoffiana","hooded lady's tresses","Monocot","Perennial","Forb/herb","L48(N)AK(N)CAN(N)SPM(N)","","","Yes","Summer","Slow","None","Medium","No","No","No","White","Yes","Green","Porous","Porous","Medium","Brown","No","Single Crown","Moderate","","2.5","No","No","Short","No","None","No","Erect","None","No","Yes","Yes","High","Low","No","None","Medium","Low","85","None","High","4.5","8.5","","","12","55","8","None","Intermediate","-38","Mid Summer","No Known Source","Low","Summer","Fall","No","No","No","No","No","No","Yes","No","No","No","1100000","Slow","Low","No","None","No","No","No","","No","No","No","","","No","No","","No","No"
"SPIRO","","Spirodela","duckmeat","Monocot","","","L48(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPPO","","Spirodela polyrrhiza","common duckmeat","Monocot","Perennial","Forb/herb","L48(N)HI(N)PR(N)VI(N)CAN(N)","","","Yes","Spring","Slow","None","Medium","No","No","Yes","Green","Yes","Green","Porous","Porous","Fine","Brown","No","Single Crown","Moderate","","","No","No","Short","No","None","No","Prostrate","None","No","Yes","Yes","High","Medium","No","None","Medium","","120","None","High","5.0","8.6","2700","4800","12","55","0","None","Intermediate","-38","Late Summer","Routinely Available","Low","Summer","Fall","No","No","No","No","No","No","Yes","No","Yes","No","","Slow","High","No","Rapid","No","No","No","","No","No","No","","","No","No","","No","No"
"SPORO","","Sporobolus","dropseed","Monocot","","","L48(I,N)CAN(I,N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPAI","","Sporobolus airoides","alkali sacaton","Monocot","Perennial","Graminoid","L48(N)CAN(N)","","","Yes","Spring and Summer","Moderate","None","Medium","No","No","No","Yellow","No","Green","Moderate","Porous","Fine","Brown","No","Bunch","Moderate","","3.0","No","No","Moderate","No","None","No","Erect","None","Yes","Yes","Yes","Medium","High","No","High","Medium","Medium","136","None","Low","6.6","9.0","","","5","13","16","High","Intolerant","-38","Mid Summer","Routinely Available","Medium","Summer","Fall","No","No","No","No","No","No","Yes","No","No","No","1750000","Slow","Low","No","None","No","No","Yes","","No","No","No","Low","Medium","No","No","Low","No","No"
"SPCO16","","Sporobolus compositus","composite dropseed","Monocot","Perennial","Graminoid","L48(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPCOC2","","Sporobolus compositus var. compositus","composite dropseed","Monocot","Perennial","Graminoid","L48(N)CAN(N)","","","Yes","Spring and Summer","Slow","None","Medium","No","No","No","Yellow","No","Green","Moderate","Porous","Fine","Brown","No","Bunch","Moderate","","3.0","No","No","Long","No","None","No","Erect","None","Yes","Yes","No","None","Low","No","High","Low","High","100","None","Low","5.5","7.0","","","16","50","10","None","Intolerant","-38","Summer","No Known Source","Medium","Summer","Fall","No","No","No","No","No","No","Yes","No","No","No","759362","Slow","Medium","No","Slow","No","No","Yes","","No","No","No","Low","Medium","No","No","Low","No","No"
"SPCO4","","Sporobolus contractus","spike dropseed","Monocot","Perennial","Graminoid","L48(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPCR","","Sporobolus cryptandrus","sand dropseed","Monocot","Perennial","Graminoid","L48(N)CAN(N)","","","Yes","Spring","Slow","None","High","No","No","No","Yellow","No","Green","Porous","Porous","Fine","Brown","No","Bunch","Moderate","","3.0","No","No","Short","No","None","No","Erect","None","Yes","Yes","No","None","Medium","No","High","Low","Medium","150","None","Low","6.6","8.0","","","8","16","18","Medium","Intolerant","-38","Late Summer","Routinely Available","High","Summer","Fall","No","No","No","No","No","No","Yes","No","No","No","5600080","Rapid","Low","No","None","No","No","No","","No","No","No","Medium","Low","No","No","Low","No","No"
